"","year","name","firstname","lastname","position","heightfeet","heightinches","heightinchestotal","weight","arms","hands","fortyyd","twentyyd","tenyd","twentyss","threecone","vertical","broad","bench","round","college","pick","pickround","picktotal","wonderlic","nflgrade"
"2274",2008,"Steve Johnson","Steve","Johnson","WR","6","2.0000",74,210,0,0,4.58,0,0,4.26,0,32.5,121,0,7,"Kentucky","17(224)","17",224,0,0
"2297",2008,"Mario Manningham","Mario","Manningham","WR","6","1.0000",73,181,0,0,4.59,0,0,4.27,0,32,117,16,3,"Michigan","32(95)","32",95,0,0
"2301",2008,"Shaheer McBride","Shaheer","McBride","WR","6","2.0000",74,205,0,0,4.61,0,0,4.48,0,29,112,0,0,"","","0",0,0,0
"2311",2008,"Marcus Monk","Marcus","Monk","WR","6","4.0000",76,222,0,0,4.56,2.68,1.6,4.3,7.08,34.5,119,9,7,"Arkansas","41(248)","41",248,0,0
"2314",2008,"Kenneth Moore","Kenneth","Moore","WR","5","11.0000",71,195,0,0,4.47,0,0,4.3,0,28,120,0,5,"Wake Forest","1(136)","1",136,0,0
"2319",2008,"Jordy Nelson","Jordy","Nelson","WR","6","3.0000",75,217,32.5,10,4.51,2.59,1.5,4.35,7.03,31,123,0,2,"Kansas State","5(36)","5",36,0,0
"2337",2008,"Darius Reynaud","Darius","Reynaud","WR","5","9.0000",69,201,0,0,4.48,0,0,4.32,0,34.5,130,20,0,"","","0",0,0,0
"2343",2008,"Jason Rivers","Jason","Rivers","WR","6","1.0000",73,200,0,0,4.59,0,0,4.32,0,30,118,0,0,"","","0",0,0,0
"2345",2008,"Kevin Robinson","Kevin","Robinson","WR","6","1.0000",73,202,0,0,4.69,0,0,4.77,0,27.5,115,0,6,"Utah State","16(182)","16",182,0,0
"2348",2008,"Eddie Royal","Eddie","Royal","WR","5","10.0000",70,184,0,0,4.39,0,0,4.34,0,36,124,24,2,"Virginia Tech","11(42)","11",42,0,0
"2357",2008,"Arman Shields","Arman","Shields","WR","6","1.0000",73,194,0,0,4.37,0,0,3.96,0,37.5,128,19,4,"Richmond","26(125)","26",125,0,0
"2360",2008,"Jerome Simpson","Jerome","Simpson","WR","6","2.0000",74,199,0,0,4.42,2.57,1.47,4.52,7.08,37.5,136,0,2,"Coastal Carolina","15(46)","15",46,0,0
"2366",2008,"Marcus Smith","Marcus","Smith","WR","6","2.0000",74,221,0,0,4.51,0,0,4.42,0,26.5,111,20,4,"New Mexico","7(106)","7",106,11,0
"2368",2008,"Taj Smith","Taj","Smith","WR","6","1.0000",73,187,0,0,4.59,0,0,4.5,0,35,119,0,0,"","","0",0,0,0
"2376",2008,"Limas Sweed","Limas","Sweed","WR","6","4.0000",76,215,0,0,4.48,0,0,0,0,35,0,0,2,"Texas","22(53)","22",53,0,0
"2381",2008,"Devin Thomas","Devin","Thomas","WR","6","2.0000",74,215,0,0,4.4,0,0,4.26,0,28,126,0,2,"Michigan State","3(34)","3",34,0,0
"2389",2008,"Mario Urrutia","Mario","Urrutia","WR","6","6.0000",78,232,0,0,4.59,0,0,4.44,0,30,115,0,7,"Louisville","39(246)","39",246,0,0
"2417",2007,"Aundrae Allison","Aundrae","Allison","WR","6","1.0000",73,198,31.5,9,4.39,2.46,1.43,4.25,6.81,37,127,0,5,"East Carolina","9(146)","9",146,0,0
"2424",2007,"Dallas Baker","Dallas","Baker","WR","6","3.0000",75,208,35.875,9.875,4.53,2.62,1.53,4.19,6.69,36,129,14,7,"Florida","17(227)","17",227,0,0
"2439",2007,"Dwayne Bowe","Dwayne","Bowe","WR","6","2.0000",74,221,33.625,9.875,4.51,2.65,1.53,4.35,6.81,33,125,0,1,"LSU","23(23)","23",23,0,0
"2444",2007,"Steve Breaston","Steve","Breaston","WR","6","1.0000",73,193,0,0,4.46,0,0,4.29,0,33,124,0,5,"Michigan","5(142)","5",142,0,0
"2456",2007,"David Clowney","David","Clowney","WR","6","1.0000",73,188,0,0,4.36,0,0,4.15,0,32.5,123,0,5,"Virginia Tech","20(157)","20",157,0,0
"2462",2007,"Jemalle Cornelius","Jemalle","Cornelius","WR","5","11.0000",71,184,0,0,4.57,0,0,4.3,0,34.5,123,0,0,"","","0",0,0,0
"2471",2007,"Chris Davis","Chris","Davis","WR","5","10.0000",70,181,0,0,4.5,0,0,4.14,0,35.5,115,0,4,"Florida State","29(128)","29",128,0,0
"2480",2007,"Aaron Fairooz","Aaron","Fairooz","WR","6","6.0000",78,209,0,0,4.49,0,0,4.27,0,36,125,0,0,"","","0",0,0,0
"2481",2007,"Yamon Figurs","Yamon","Figurs","WR","5","11.0000",71,174,0,0,4.3,0,0,4.21,0,0,123,0,3,"Kansas State","10(74)","10",74,0,0
"2482",2007,"Joel Filani","Joel","Filani","WR","6","2.0000",74,211,0,0,4.57,0,0,0,0,32.5,117,17,6,"Texas Tech","14(188)","14",188,0,0
"2492",2007,"Anthony Gonzalez","Anthony","Gonzalez","WR","6","1.0000",73,193,31.25,9.125,4.44,2.58,1.48,4.08,6.54,38,123,16,1,"Ohio State","32(32)","32",32,0,0
"2510",2007,"Jarrett Hicks","Jarrett","Hicks","WR","6","3.0000",75,210,0,0,4.67,0,0,0,0,34.5,120,0,0,"","","0",0,0,0
"2511",2007,"JohnnieLee Higgins","JohnnieLee","Higgins","WR","6","1.0000",73,186,0,0,4.48,0,0,4.32,0,36.5,122,0,0,"","","0",0,0,0
"2512",2007,"Jason Hill","Jason","Hill","WR","6","1.0000",73,204,32.25,9.25,4.32,2.5,1.49,4.22,7.02,37,123,11,3,"Washington State","12(76)","12",76,0,0
"2514",2007,"Johnathan Holland","Johnathan","Holland","WR","6","1.0000",73,195,0,0,4.45,0,0,4.4,0,35.5,120,15,7,"Louisiana Tech","44(254)","44",254,0,0
"2524",2007,"Drisan James","Drisan","James","WR","6","1.0000",73,193,0,0,4.52,0,0,4.39,0,39,126,14,0,"","","0",0,0,0
"2526",2007,"Calvin Johnson","Calvin","Johnson","WR","6","5.0000",77,239,33.375,9.25,4.35,2.53,1.52,0,0,42.5,139,0,1,"Georgia Tech","2(2)","2",2,0,0
"2531",2007,"Jacoby Jones","Jacoby","Jones","WR","6","3.0000",75,210,0,7.5,4.5,2.66,1.65,4.31,7.03,34,129,0,3,"Lane","9(73)","9",73,0,0
"2532",2007,"James Jones","James","Jones","WR","6","1.0000",73,207,0,0,4.54,0,0,4.2,0,34,119,22,3,"San Jose State","14(78)","14",78,0,0
"2552",2007,"Marquay McDaniel","Marquay","McDaniel","WR","5","11.0000",71,205,0,0,4.52,0,0,4.35,0,33.5,114,19,0,"","","0",0,0,0
"2554",2007,"Robert Meachem","Robert","Meachem","WR","6","2.0000",74,214,0,0,4.39,2.49,1.51,4.31,6.97,37.5,121,0,1,"Tennessee","27(27)","27",27,0,0
"2561",2007,"Ryan Moore","Ryan","Moore","WR","6","2.0000",74,217,0,0,4.54,0,0,4.35,0,32,110,0,0,"","","0",0,0,0
"2567",2007,"Legedu Naanee","Legedu","Naanee","WR","6","2.0000",74,225,0,0,4.41,0,0,0,0,40,119,19,5,"Boise State","35(172)","35",172,0,0
"2572",2007,"Syvelle Newton","Syvelle","Newton","WR","6","1.0000",73,218,0,0,4.64,0,0,0,0,0,0,20,0,"","","0",0,0,0
"2597",2007,"Jerard Rabb","Jerard","Rabb","WR","6","3.0000",75,201,0,0,4.58,2.65,1.56,4.19,6.99,36.5,125,0,0,"","","0",0,0,0
"2599",2007,"Sidney Rice","Sidney","Rice","WR","6","4.0000",76,200,0,0,4.51,2.59,1.47,4.34,7.09,39.5,119,0,2,"South Carolina","12(44)","12",44,0,0
"2602",2007,"Laurent Robinson","Laurent","Robinson","WR","6","2.0000",74,199,32.25,9,4.38,2.5,1.46,4.28,6.83,39,127,19,3,"Illinois State","11(75)","11",75,0,0
"2603",2007,"Ryne Robinson","Ryne","Robinson","WR","5","9.0000",69,179,0,0,4.47,0,0,4.21,0,35,123,0,4,"Miami (OH)","19(118)","19",118,0,0
"2626",2007,"Steve Smith","Steve","Smith","WR","6","1.0000",73,197,0,0,4.44,2.52,1.46,4.19,6.68,38,120,0,2,"USC","19(51)","19",51,0,0
"2634",2007,"Syndric Steptoe","Syndric","Steptoe","WR","5","9.0000",69,194,0,0,4.59,0,0,0,0,33,0,17,7,"Arizona","24(234)","24",234,0,0
"2637",2007,"Chansi Stuckey","Chansi","Stuckey","WR","5","11.0000",71,197,0,0,4.56,0,0,4.14,0,35,120,0,7,"Clemson","25(235)","25",235,0,0
"2639",2007,"Jayson Swain","Jayson","Swain","WR","6","1.0000",73,212,0,0,4.63,0,0,0,0,33,0,0,0,"","","0",0,0,0
"2641",2007,"Courtney Taylor","Courtney","Taylor","WR","6","2.0000",74,204,32.125,9.75,4.5,2.59,1.53,4.28,7.22,36,122,0,6,"Auburn","23(197)","23",197,0,0
"2650",2007,"Matt Trannon","Matt","Trannon","WR","6","6.0000",78,216,0,0,4.57,0,0,4.34,0,36.5,118,13,0,"","","0",0,0,0
"2658",2007,"Mike Walker","Mike","Walker","WR","6","2.0000",74,209,0,0,4.35,0,0,4.39,0,36.5,121,18,3,"UCF","15(79)","15",79,0,0
"2664",2007,"Chandler Williams","Chandler","Williams","WR","5","11.0000",71,184,0,0,4.42,0,0,4.29,0,32.5,123,0,7,"Florida International","23(233)","23",233,0,0
"2666",2007,"Paul Williams","Paul","Williams","WR","6","1.0000",73,205,35,10.125,4.45,2.62,1.61,4.24,7.03,38.5,125,0,3,"Fresno State","16(80)","16",80,0,0
"2672",2007,"DJuan Woods","DJuan","Woods","WR","6","1.0000",73,208,0,0,4.58,0,0,4.34,0,36.5,120,0,0,"","","0",0,0,0
"2686",2006,"David Anderson","David","Anderson","WR","5","11.0000",71,192,0,0,4.57,0,0,4.21,0,34,116,0,7,"Colorado State","43(251)","43",251,0,0
"2691",2006,"Devin Aromashodu","Devin","Aromashodu","WR","6","3.0000",75,201,0,0,4.35,0,0,4.17,0,39,120,0,7,"Auburn","25(233)","25",233,0,0
"2692",2006,"Miles Austin","Miles","Austin","WR","6","2.0000",74,215,0,0,4.47,0,0,4.14,0,40.5,123,0,0,"","","0",0,0,0
"2694",2006,"Hank Baskett","Hank","Baskett","WR","6","3.0000",75,224,0,0,4.5,0,0,4.22,0,35,119,0,0,"","","0",0,0,0
"2699",2006,"Damarius Bilbo","Damarius","Bilbo","WR","6","2.0000",74,214,0,0,4.7,0,0,4.21,0,36.5,115,0,0,"","","0",0,0,0
"2702",2006,"Jeremy Bloom","Jeremy","Bloom","WR","5","9.0000",69,173,0,0,4.49,0,0,0,0,0,0,0,5,"Colorado","14(147)","14",147,0,0
"2705",2006,"Jovon Bouknight","Jovon","Bouknight","WR","6","2.0000",74,195,0,0,4.71,0,0,4.05,0,34,120,0,0,"","","0",0,0,0
"2715",2006,"Jason Carter","Jason","Carter","WR","6","1.0000",73,211,0,0,4.6,0,0,4.22,0,33,116,0,0,"","","0",0,0,0
"2721",2006,"Marques Colston","Marques","Colston","WR","6","5.0000",77,224,33.375,9.625,4.5,2.65,1.6,4.44,6.96,37,123,0,7,"Hofstra","44(252)","44",252,0,0
"2733",2006,"Chris Denney","Chris","Denney","WR","6","3.0000",75,224,0,0,4.65,0,0,4.36,0,33,110,0,0,"","","0",0,0,0
"2754",2006,"Skyler Green","Skyler","Green","WR","5","9.0000",69,192,0,0,4.53,0,0,0,0,34,118,0,4,"LSU","28(125)","28",125,0,0
"2758",2006,"Derek Hagan","Derek","Hagan","WR","6","2.0000",74,208,30,9,4.45,2.59,1.5,4.07,0,36,124,15,3,"Arizona State","18(82)","18",82,0,0
"2761",2006,"Chris Hannon","Chris","Hannon","WR","6","3.0000",75,205,0,0,4.48,0,0,0,0,34.5,122,0,0,"","","0",0,0,0
"2766",2006,"Mike Hass","Mike","Hass","WR","6","1.0000",73,208,0,0,4.59,0,0,4.15,0,32,116,0,6,"Oregon State","2(171)","2",171,0,0
"2774",2006,"Devin Hester","Devin","Hester","WR","5","11.0000",71,190,0,0,4.41,2.59,1.54,4.2,6.78,38,124,16,2,"Miami (FL)","25(57)","25",57,0,0
"2776",2006,"Ed Hinkel","Ed","Hinkel","WR","6","1.0000",73,190,0,0,4.54,0,0,4.1,0,34,116,0,0,"","","0",0,0,0
"2778",2006,"Santonio Holmes","Santonio","Holmes","WR","5","10.6250",70.625,188,32,9.625,4.35,0,0,4.26,6.82,38,126,0,1,"Ohio State","25(25)","25",25,0,0
"2786",2006,"Chad Jackson","Chad","Jackson","WR","6","1.0000",73,213,0,0,4.32,0,0,4.03,0,38.5,122,0,2,"Florida","4(36)","4",36,0,0
"2793",2006,"Adam Jennings","Adam","Jennings","WR","5","9.0000",69,181,0,0,4.44,0,0,4.16,0,37.5,118,0,6,"Fresno State","15(184)","15",184,0,0
"2794",2006,"Greg Jennings","Greg","Jennings","WR","5","11.0000",71,197,30,9,4.42,2.6,1.57,4.18,6.69,36.5,117,0,2,"Western Michigan","20(52)","20",52,0,0
"2814",2006,"Greg Lee","Greg","Lee","WR","6","2.0000",74,201,0,0,4.59,0,0,4.11,0,35.5,114,0,0,"","","0",0,0,0
"2825",2006,"Brandon Marshall","Brandon","Marshall","WR","6","5.0000",77,229,0,0,4.52,2.71,1.6,4.31,6.96,37,120,0,4,"UCF","22(119)","22",119,0,0
"2848",2006,"Anthony Mix","Anthony","Mix","WR","6","4.0000",76,235,0,0,4.48,0,0,0,0,31.5,111,0,0,"","","0",0,0,0
"2851",2006,"Sinorice Moss","Sinorice","Moss","WR","5","8.0000",68,185,0,0,4.38,2.53,1.48,0,0,42,123,0,2,"Miami (FL)","12(44)","12",44,0,0
"2852",2006,"Martin Nance","Martin","Nance","WR","6","4.0000",76,213,0,0,4.55,0,0,4.09,0,33.5,112,0,0,"","","0",0,0,0
"2861",2006,"Ben Obomanu","Ben","Obomanu","WR","6","1.0000",73,205,33,9,4.43,0,0,0,0,39.5,0,0,7,"Auburn","41(249)","41",249,0,0
"2862",2006,"Ben Obomanu","Ben","Obomanu","WR","6","1.0000",73,205,33,9,4.45,2.7,1.64,4.23,7.18,38,116,0,7,"Auburn","41(249)","41",249,0,0
"2867",2006,"Jonathan Orr","Jonathan","Orr","WR","6","2.0000",74,198,34,9.625,4.44,2.63,1.57,4.16,7.31,35.5,119,0,6,"Wisconsin","3(172)","3",172,0,0
"2883",2006,"Willie Reid","Willie","Reid","WR","5","11.0000",71,188,0,0,4.34,0,0,4.26,0,37.5,117,0,3,"Florida State","31(95)","31",95,0,0
"2886",2006,"Cory Rodgers","Cory","Rodgers","WR","6","1.0000",73,188,0,0,4.58,0,0,4.19,0,33.5,110,0,4,"TCU","7(104)","7",104,0,0
"2891",2006,"Richie Ross","Richie","Ross","WR","6","4.0000",76,209,0,0,4.61,0,0,4.31,0,37,120,0,0,"","","0",0,0,0
"2909",2006,"Clinton Solomon","Clinton","Solomon","WR","6","3.0000",75,214,0,0,4.58,0,0,4.48,0,33,114,0,0,"","","0",0,0,0
"2915",2006,"Maurice Stovall","Maurice","Stovall","WR","6","5.0000",77,217,0,0,4.57,2.69,1.6,4.16,6.81,35,122,0,3,"Notre Dame","26(90)","26",90,0,0
"2930",2006,"Delanie Walker","Delanie","Walker","WR","6","1.0000",73,240,0,0,4.49,0,0,0,0,36.5,118,0,6,"Central Missouri State","6(175)","6",175,0,0
"2936",2006,"Todd Watkins","Todd","Watkins","WR","6","3.0000",75,202,0,0,4.4,0,0,4.25,0,37,118,0,7,"Brigham Young","10(218)","10",218,0,0
"2939",2006,"Jeff Webb","Jeff","Webb","WR","6","2.1250",74.125,211,33,8,4.4,2.61,1.51,4.08,6.81,37,126,0,6,"San Diego State","21(190)","21",190,0,0
"2948",2006,"Brandon Williams","Brandon","Williams","WR","5","10.0000",70,179,0,0,4.48,0,0,4.09,0,34.5,115,0,3,"Wisconsin","20(84)","20",84,0,0
"2954",2006,"Travis Wilson","Travis","Wilson","WR","6","2.0000",74,214,0,0,4.47,0,0,4.03,0,36.5,120,0,3,"Oklahoma","14(78)","14",78,0,0
"2986",2005,"Larry Brackins","Larry","Brackins","WR","6","5.0000",77,205,0,0,4.58,0,0,4.44,0,35,112,0,5,"Pearl River (JC)","19(155)","19",155,0,0
"2987",2005,"Mark Bradley","Mark","Bradley","WR","6","2.0000",74,201,31.375,8.875,4.37,2.6,1.54,4.02,6.96,39.5,128,0,2,"Oklahoma","7(39)","7",39,0,0
"2988",2005,"Craig Bragg","Craig","Bragg","WR","6","1.0000",73,196,32,9,4.46,2.66,1.6,0,0,36,122,0,6,"UCLA","21(195)","21",195,0,0
"2995",2005,"Reggie Brown","Reggie","Brown","WR","6","2.0000",74,196,0,0,4.45,0,0,4,0,41.5,128,0,2,"Georgia","3(35)","3",35,0,0
"3013",2005,"Mark Clayton","Mark","Clayton","WR","5","11.0000",71,193,30.625,9.125,4.41,2.64,1.53,4.07,6.95,36.5,118,0,1,"Oklahoma","22(22)","22",22,0,0
"3026",2005,"Airese Currie","Airese","Currie","WR","5","11.0000",71,186,0,0,4.49,0,0,4.07,0,38,125,0,5,"Clemson","4(140)","4",140,0,0
"3034",2005,"Josh Davis","Josh","Davis","WR","6","1.0000",73,191,0,0,4.52,0,0,4.24,0,37.5,118,0,0,"","","0",0,0,0
"3041",2005,"Braylon Edwards","Braylon","Edwards","WR","6","3.0000",75,210,0,0,4.45,0,0,0,0,0,0,22,1,"Michigan","3(3)","3",3,0,0
"3057",2005,"Charles Frederick","Charles","Frederick","WR","5","11.0000",71,194,0,0,4.78,0,0,4.35,0,33,108,0,0,"","","0",0,0,0
"3063",2005,"Fred Gibson","Fred","Gibson","WR","6","4.0000",76,196,0,0,4.55,0,0,4.14,0,38.5,126,0,4,"Georgia","30(131)","30",131,0,0
"3064",2005,"Howard Gilmore","Howard","Gilmore","WR","6","1.0000",73,194,0,0,4.71,0,0,4.49,0,36,113,0,0,"","","0",0,0,0
"3079",2005,"Reggie Harrell","Reggie","Harrell","WR","6","3.0000",75,214,0,0,4.58,0,0,4.13,0,35,115,0,0,"","","0",0,0,0
"3087",2005,"Chris Henry","Chris","Henry","WR","6","4.0000",76,197,0,0,4.5,0,0,0,0,0,0,0,3,"West Virginia","19(83)","19",83,0,0
"3089",2005,"Efrem Hill","Efrem","Hill","WR","6","1.0000",73,179,0,0,4.58,0,0,4.07,0,37.5,124,0,0,"","","0",0,0,0
"3102",2005,"Vincent Jackson","Vincent","Jackson","WR","6","5.0000",77,241,32,9.625,4.46,2.63,1.57,4,6.84,39,129,23,2,"Northern Colorado","29(61)","29",61,0,0
"3109",2005,"Brandon Jones","Brandon","Jones","WR","6","2.0000",74,208,0,0,4.42,0,0,4.1,0,37,114,0,3,"Oklahoma","32(96)","32",96,0,0
"3125",2005,"Chase Lyman","Chase","Lyman","WR","6","3.0000",75,217,0,0,4.5,2.64,1.56,0,0,36.5,115,16,4,"California","17(118)","17",118,0,0
"3127",2005,"Tony Madison","Tony","Madison","WR","6","2.0000",74,214,0,0,4.52,0,0,4.31,0,39,121,0,0,"","","0",0,0,0
"3129",2005,"Tommy Manus","Tommy","Manus","WR","6","4.0000",76,222,0,0,4.55,2.68,1.6,4.34,7.21,38,120,0,0,"","","0",0,0,0
"3131",2005,"Jerome Mathis","Jerome","Mathis","WR","5","11.0000",71,181,0,0,4.26,0,0,0,0,35.5,123,0,4,"Hampton","13(114)","13",114,0,0
"3132",2005,"Leron McCoy","Leron","McCoy","WR","6","2.0000",74,211,33,9.375,4.4,2.62,1.56,4.22,7.19,37,120,0,7,"Indiana (PA)","12(226)","12",226,0,0
"3152",2005,"Terrence Murphy","Terrence","Murphy","WR","6","1.0000",73,202,0,0,4.39,2.62,1.57,3.91,7.02,41,128,0,2,"Texas A&M","26(58)","26",58,0,0
"3160",2005,"Chad Owens","Chad","Owens","WR","5","8.0000",68,183,0,0,4.62,0,0,3.95,0,37,116,23,6,"Hawaii","11(185)","11",185,0,0
"3162",2005,"Roscoe Parrish","Roscoe","Parrish","WR","5","10.0000",70,170,0,0,4.37,2.54,1.56,4.2,6.64,36,126,10,2,"Miami (FL)","23(55)","23",55,0,0
"3168",2005,"Tab Perry","Tab","Perry","WR","6","3.0000",75,219,0,0,4.46,0,0,0,0,34,116,0,6,"UCLA","16(190)","16",190,0,0
"3177",2005,"Jamaica Rector","Jamaica","Rector","WR","5","10.0000",70,186,0,0,4.47,0,0,4.14,0,36.5,122,17,0,"","","0",0,0,0
"3182",2005,"Dante Ridgeway","Dante","Ridgeway","WR","5","11.0000",71,212,0,0,4.57,0,0,4.39,0,33,117,0,6,"Ball State","18(192)","18",192,0,0
"3186",2005,"Courtney Roby","Courtney","Roby","WR","6","1.0000",73,189,0,0,4.41,0,0,4,0,36.5,126,0,3,"Indiana","4(68)","4",68,0,0
"3193",2005,"J.R. Russell","J.R.","Russell","WR","6","3.0000",75,206,0,0,4.56,0,0,0,0,34.5,0,0,7,"Louisville","39(253)","39",253,0,0
"3195",2005,"Steve Savoy","Steve","Savoy","WR","5","11.0000",71,182,0,0,4.62,0,0,0,0,0,0,0,0,"","","0",0,0,0
"3199",2005,"Dan Sheldon","Dan","Sheldon","WR","5","9.0000",69,179,0,0,4.43,0,0,0,0,0,0,0,0,"","","0",0,0,0
"3212",2005,"Chauncey Stovall","Chauncey","Stovall","WR","6","1.0000",73,221,0,0,4.62,0,0,0,0,0,0,0,0,"","","0",0,0,0
"3226",2005,"Paris Warren","Paris","Warren","WR","6","1.0000",73,213,0,0,4.71,0,0,0,0,31.5,0,0,7,"Utah","11(225)","11",225,0,0
"3238",2005,"Mike Williams","Mike","Williams","WR","6","5.0000",77,229,0,0,4.56,2.7,1.66,4.23,6.98,36.5,123,0,1,"USC","10(10)","10",10,0,0
"3239",2005,"Troy Williamson","Troy","Williamson","WR","6","2.0000",74,203,0,0,4.32,0,0,4.18,0,37,0,0,1,"South Carolina","7(7)","7",7,0,0
"3245",2004,"Derek Abney","Derek","Abney","WR","5","9.0000",69,179,0,0,4.58,0,0,4.09,0,33.5,120,0,7,"Kentucky","43(244)","43",244,0,0
"3260",2004,"Bernard Berrian","Bernard","Berrian","WR","6","1.0000",73,183,0,0,4.58,0,0,4.21,0,38,128,0,3,"Fresno State","15(78)","15",78,0,0
"3267",2004,"Maurice Brown","Maurice","Brown","WR","6","1.0000",73,219,0,0,4.56,0,0,4.25,0,33,117,0,0,"","","0",0,0,0
"3287",2004,"Michael Clayton","Michael","Clayton","WR","6","3.0000",75,209,0,0,4.67,0,0,4.15,0,32.5,116,0,1,"LSU","15(15)","15",15,0,0
"3292",2004,"Chris Collins","Chris","Collins","WR","6","1.0000",73,201,0,0,4.69,0,0,0,0,35,112,0,0,"","","0",0,0,0
"3295",2004,"Terrance Copper","Terrance","Copper","WR","6","1.0000",73,204,0,0,4.53,0,0,4.33,0,35.5,116,0,0,"","","0",0,0,0
"3297",2004,"Jerricho Cotchery","Jerricho","Cotchery","WR","6","1.0000",73,212,0,0,4.54,2.68,1.59,3.92,6.95,36,121,0,4,"North Carolina State","12(108)","12",108,0,0
"3300",2004,"Tom Crowder","Tom","Crowder","WR","6","1.0000",73,183,0,0,4.45,0,0,3.93,6.53,38.5,132,0,0,"","","0",0,0,0
"3302",2004,"Lane Danielson","Lane","Danielson","WR","6","1.0000",73,197,0,0,4.6,0,0,4.07,0,31,117,0,0,"","","0",0,0,0
"3304",2004,"Devard Darling","Devard","Darling","WR","6","1.0000",73,212,32,9.625,4.52,2.68,1.59,4.27,7.39,37,129,0,3,"Washington State","19(82)","19",82,0,0
"3321",2004,"Lee Evans","Lee","Evans","WR","5","11.0000",71,197,0,0,4.39,0,0,0,0,34.5,120,0,1,"Wisconsin","13(13)","13",13,0,0
"3324",2004,"Larry Fitzgerald","Larry","Fitzgerald","WR","6","2.8750",74.875,225,0,10.5,4.48,0,0,4.28,6.94,38,0,0,1,"Pittsburgh","3(3)","3",3,0,0
"3329",2004,"Carlos Francis","Carlos","Francis","WR","5","9.0000",69,198,0,0,4.33,0,0,4.06,0,38.5,114,0,4,"Texas Tech","3(99)","3",99,0,0
"3338",2004,"D.J. Hackett","D.J.","Hackett","WR","6","3.0000",75,199,0,0,4.53,0,0,4.1,0,41,131,0,5,"Colorado","25(157)","25",157,0,0
"3356",2004,"Justin Jenkins","Justin","Jenkins","WR","6","1.0000",73,210,0,0,4.6,0,0,4.16,0,35,123,0,0,"","","0",0,0,0
"3361",2004,"Tony Johnson","Tony","Johnson","WR","5","11.0000",71,202,0,0,4.61,2.73,1.66,4.26,7.16,32.5,118,0,0,"","","0",0,0,0
"3386",2004,"Triandos Luke","Triandos","Luke","WR","5","11.0000",71,191,0,0,4.51,0,0,4.17,0,38,124,0,6,"Alabama","6(171)","6",171,0,0
"3387",2004,"Maurice Mann","Maurice","Mann","WR","6","2.0000",74,191,0,0,4.57,0,0,0,0,34,118,0,5,"Nevada","17(149)","17",149,0,0
"3390",2004,"Derek McCoy","Derek","McCoy","WR","6","3.0000",75,210,0,0,4.73,0,0,4.13,0,38,128,0,0,"","","0",0,0,0
"3394",2004,"Jeris McIntyre","Jeris","McIntyre","WR","5","11.0000",71,201,0,0,4.46,0,0,4.18,0,29,112,0,6,"Auburn","30(195)","30",195,0,0
"3398",2004,"Clarence Moore","Clarence","Moore","WR","6","6.0000",78,211,0,0,4.55,0,0,4.21,0,34,122,0,6,"Northern Arizona","34(199)","34",199,0,0
"3400",2004,"Johnnie Morant","Johnnie","Morant","WR","6","4.0000",76,229,34.375,9.375,4.51,2.66,1.63,4.26,7.35,41,130,0,5,"Syracuse","2(134)","2",134,0,0
"3402",2004,"James Newson","James","Newson","WR","6","1.0000",73,213,0,0,4.76,0,0,0,0,31.5,116,0,0,"","","0",0,0,0
"3410",2004,"Samie Parker","Samie","Parker","WR","5","11.0000",71,176,0,0,4.39,0,0,0,0,36,0,0,4,"Oregon","9(105)","9",105,0,0
"3440",2004,"P.K. Sam","P.K.","Sam","WR","6","4.0000",76,210,0,0,4.54,0,0,0,0,34.5,0,0,5,"Florida State","32(164)","32",164,0,0
"3457",2004,"Freddie Smith","Freddie","Smith","WR","5","10.0000",70,194,0,0,4.79,0,0,4.4,0,32.5,114,0,0,"","","0",0,0,0
"3464",2004,"John Standeford","John","Standeford","WR","6","3.0000",75,195,0,0,4.6,0,0,4.11,0,32.5,113,0,0,"","","0",0,0,0
"3467",2004,"Kendrick Starling","Kendrick","Starling","WR","6","1.0000",73,193,0,0,4.49,0,0,3.88,0,31.5,119,0,0,"","","0",0,0,0
"3479",2004,"Andrae Thurman","Andrae","Thurman","WR","5","11.0000",71,192,0,0,4.54,0,0,4.33,0,34.5,121,0,0,"","","0",0,0,0
"3498",2004,"Ernest Wilford","Ernest","Wilford","WR","6","4.0000",76,226,0,0,4.79,0,0,4.19,0,40.5,130,0,4,"Virginia Tech","24(120)","24",120,0,0
"3507",2004,"George Wilson","George","Wilson","WR","6","1.0000",73,213,0,0,4.63,2.71,1.61,3.98,7.07,35,120,0,0,"","","0",0,0,0
"3516",2004,"Rashaun Woods","Rashaun","Woods","WR","6","2.0000",74,202,0,0,4.47,0,0,4.05,0,39,125,0,1,"Oklahoma State","31(31)","31",31,0,0
"3522",2003,"Sam Aiken","Sam","Aiken","WR","6","2.0000",74,209,0,0,4.59,0,0,0,0,39.5,121,0,4,"North Carolina","30(127)","30",127,0,0
"3532",2003,"Arnaz Battle","Arnaz","Battle","WR","6","1.0000",73,217,0,0,4.58,2.74,1.63,4.06,6.74,35,117,0,6,"Notre Dame","24(197)","24",197,0,0
"3534",2003,"Ronald Bellamy","Ronald","Bellamy","WR","6","1.0000",73,208,0,0,4.57,0,0,4.1,0,30.5,119,0,0,"","","0",0,0,0
